vendor,price_per_unit
Voila,1.8598532125084146
Voila,1.515441927232885
Voila,1.5181620802069091
Voila,1.6283495122040783
Voila,1.7614740659002437
Voila,1.6659200387904005
Voila,1.2110023128749416
Voila,1.5457022989995892
Voila,1.3394528259060567
Voila,1.4121298698007922
Voila,1.6668547813049985
Voila,1.5534754441664018
Voila,1.8090376676976068
Voila,1.5004784955572352
Voila,1.9571839787341268
Voila,1.423037703646534
Voila,1.1399904173695117
Voila,1.9547347269380086
Walmart,3.263004754062854
Walmart,3.342431851117045
Walmart,2.7384396207567794
Walmart,2.886940964182649
Walmart,3.680682762635994
Walmart,3.7430472822391034
Walmart,3.3536194947793296
Walmart,2.870128804554451
Walmart,2.8610525873028565
Walmart,2.5449509352635906
Walmart,2.4152396922755233
Walmart,3.083680411115248
Walmart,3.4088141465455664
Walmart,2.964416633979465
Walmart,3.091488674100651
Walmart,2.261462946604392
Walmart,2.8364510260921136
Walmart,3.022614210077153
Walmart,2.794687329007089
Walmart,2.442703069202101
Walmart,3.335733916651681
Walmart,2.784532730826803
Walmart,3.457839434431136
Walmart,2.718727368586766
Walmart,4.129272049513801
Walmart,3.125190976111508
Walmart,2.793297500477697
Walmart,3.2196251001053744
Walmart,4.434408167150822
Walmart,1.9891462125287498
Walmart,2.391132313433513
Walmart,3.2950594888525306
Walmart,3.808751299877229
Walmart,2.789476992523205
Walmart,2.3608232853012083
Walmart,3.187737378559236
Walmart,2.5223535885878587
Walmart,3.376989438310699
Walmart,3.619970581575592
Walmart,3.2429955817217118
Walmart,2.357699802700276
Walmart,1.667257299382278
Walmart,3.161043327379478
Walmart,2.8794278505500586
Walmart,2.6564102428606033
Walmart,2.2987485045718663
Walmart,3.280714743819447
Walmart,3.1546778347371958
Walmart,2.8242110534208944
Walmart,3.092168062060404
Walmart,2.8413284186852787
Walmart,3.5685481807734956
Walmart,2.606316822855132
Walmart,2.794375385470682
Walmart,3.085325159641326
Walmart,3.110414743986635
Walmart,3.9280029997382044
Walmart,2.7571395438273028
Walmart,2.8029367710376665
Walmart,3.309032712995847
Walmart,3.22560087291145
Walmart,3.7287583093854235
Walmart,3.073422977352789
Walmart,2.6449606615586196
Walmart,3.7943005413268924
Walmart,3.4061007111341506
Walmart,3.4452970256317172
Walmart,3.0529117054626997
Walmart,2.936541976454643
Walmart,3.299434602451747
Walmart,2.593373726323567
Walmart,3.88676745060186
Walmart,2.714481439889766
Walmart,2.741810721066951
Walmart,3.0379790560778384
Walmart,2.2104313599849337
Walmart,3.612948977206029
Walmart,2.2487951167474254
Walmart,2.7414788838987074
Walmart,2.9323804891071252
Walmart,3.3059939402307066
Walmart,2.4308694973255274
Walmart,2.875817348526117
Walmart,3.2097151075678387
Walmart,3.0062679431703696
Walmart,3.485909132004325
Walmart,3.1353617003887964
Walmart,2.296364955268512
Walmart,3.252333120531333
Walmart,2.8357416232337807
Walmart,2.6429994853051078
Walmart,3.4268252453881223
Walmart,3.1943514047928474
Walmart,3.07843434696764
Walmart,2.4429009406544595
Walmart,2.915538788171156
Walmart,2.8062086738515184
Walmart,3.4849026350812515
Walmart,2.7776862303786
Walmart,3.0517721680609244
